SPECIES,SCIENTIFIC_NAME,TAXONNAME,OLDTAXONNAME,RANK,GENUS,FAMILY,COMMONNAME,COMMONFAMILY,COMMONFAMILYALL,CRYPTIC,LMAX,LW_A,LW_B,LENGTH_CONVERSION_FACTOR,LENTYP,SLTLRAT,FLTLRAT,TROPHIC,TROPHIC_DEF,TROPHIC_MONREP,SOURCE
NAUN,Naso unicornis,Naso unicornis,NA,Species,Naso,Acanthuridae,Bluespine Unicornfish,Surgeonfish,Surgeonfish,NA,70,0.01788,3.03545,0.96,FL,0.94,0.96,H,Herbivore,PRIMARY,Kulbicki 2005
NAVL,Naso vlamingii,Naso vlamingii,NA,Species,Naso,Acanthuridae,Bignose Unicornfish,Surgeonfish,Surgeonfish,NA,60,0.0085,3.25,1,FL,0.9,1,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005 - Naso spp.
NEFE,Nebrius ferrugineus,Nebrius ferrugineus,NA,Species,Nebrius,Ginglymostomatidae,Tawny Nurse Shark,Shark,Nurse,NA,320,0.001,3.566,0.782,FL,NA,0.782,Pisc,Piscivore,PISCIVORE,Kulbicki Carcharinus spp.
NEFU,Nectamia fusca,Nectamia fusca,NA,Species,Nectamia,Apogonidae,Samoan Cardinalfish,Rare_Families,Cardinalfish,NA,11,0.04068,2.699,0.95,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB  
NESI,Nectamia similis,Nectamia similis,NA,Species,Nectamia,Apogonidae,Nectamia Similis,Rare_Families,Cardinalfish,NA,6,0.04068,2.699,0.95,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB  
NEAC,Negaprion acutidens,Negaprion acutidens,NA,Species,Negaprion,Carcharhinidae,Sicklefin Lemon Shark,Shark,Requiem,NA,380,0.0084,3,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB
NEDE,Nemateleotris decora,Nemateleotris decora,NA,Species,Nemateleotris,Ptereleotridae,Elegant Firefish,Rare_Families,Dartfish,Y,9,0.0091,3,1,TL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB value for elongated fish
NEHE,Nemateleotris helfrichi,Nemateleotris helfrichi,NA,Species,Nemateleotris,Microdesmidae,Helfrich's Dartfish,Rare_Families,Dartfish,Y,6.3,0.0091,3,1,TL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB value for elongated fish
NEMA,Nemateleotris magnifica,Nemateleotris magnifica,NA,Species,Nemateleotris,Microdesmidae,Fire Goby,Rare_Families,Dartfish,Y,9,0.0091,3,1,TL,1,NA,Pk,Planktivore,PLANKTIVORE,FB value for elongated fish
NEAR,Neocirrhites armatus,Neocirrhites armatus,NA,Species,Neocirrhites,Cirrhitidae,Flame Hawkfish,Rare_Families,Hawkfish,NA,9,0.0165,3.1253,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB mean for family
NECR,Neoglyphidodon crossi,Neoglyphidodon crossi,NA,Species,Neoglyphidodon,Pomacentridae,Cross Damsel,Damselfish,Damselfish,NA,13,0.0175,3.212,0.868,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,Kulbicki for Neoglyphidodon spp.
NEML,Neoglyphidodon melas,Neoglyphidodon melas,NA,Species,Neoglyphidodon,Pomacentridae,Bowtie Damsel,Damselfish,Damselfish,NA,15,0.0175,3.212,0.894,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,Kulbicki for Neoglyphidodon spp.
NENI,Neoglyphidodon nigroris,Neoglyphidodon nigroris,NA,Species,Neoglyphidodon,Pomacentridae,Black-And-Gold Chromis,Damselfish,Damselfish,NA,11,0.0178,3.182,0.836,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005
NETH,Neoglyphidodon thoracotaeniatus,Neoglyphidodon thoracotaeniatus,NA,Species,Neoglyphidodon,Pomacentridae,Barhead Damsel,Damselfish,Damselfish,NA,14,0.0175,3.212,0.874,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,Kulbicki for Neoglyphidodon spp.
NEAG,Neoniphon argenteus,Neoniphon argenteus,NA,Species,Neoniphon,Holocentridae,Clearfin Squirrelfish,Soldierfish,Soldierfish,NA,18.2,0.031649,2.82326,0.92,FL,NA,0.92,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
NEAU,Neoniphon aurolineatus,Neoniphon aurolineatus,NA,Species,Neoniphon,Holocentridae,Yellowstriped Squirrelfish,Soldierfish,Soldierfish,NA,23,0.0288,2.867,0.9,FL,NA,0.9,MI,Mobile invertivore,SECONDARY,Kulbicki Neoniphon mean
NEOP,Neoniphon opercularis,Neoniphon opercularis,NA,Species,Neoniphon,Holocentridae,Blackfin Squirrelfish,Soldierfish,Soldierfish,NA,35,0.0094,3,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
NESA,Neoniphon sammara,Neoniphon sammara,NA,Species,Neoniphon,Holocentridae,Sammara Squirrelfish,Soldierfish,Soldierfish,NA,32,0.02762,2.88835,0.92,FL,NA,0.92,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
NESP,Neoniphon sp.,Neoniphon sp,NA,Genus,Neoniphon,Holocentridae,Neoniphon sp.,Soldierfish,Soldierfish,NA,35,0.02879,2.86715,0.91,FL,NA,0.91,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
NEAZ,Neopomacentrus azysron,Neopomacentrus azysron,NA,Species,Neopomacentrus,Pomacentridae,Yellowtail Demoiselle,Damselfish,Damselfish,NA,7,0.0258,2.943,0.868,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005
NEME,Neopomacentrus metallicus,Neopomacentrus metallicus,NA,Species,Neopomacentrus,Pomacentridae,Metallic Demoiselle,Damselfish,Damselfish,NA,8,0.0258,2.933,0.84,FL,NA,0.84,Pk,Planktivore,PLANKTIVORE,"Kulbicki Neopomacentrus mean, Lmax Randall"
NEKU,Neotrygon kuhlii,Neotrygon kuhlii,Dasyatis kuhlii,Species,Neotrygon,Dasyatidae,Bluesptted Stingray,Rare_Families,Stingray,NA,999,0.034,2.989,1,WD,NA,NA,MI,Mobile invertivore,SECONDARY,FB
NONE,No Individuals Seen,No individuals seen,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NA,NONFISH,NONFISH,NONFISH,1,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH
NOSC,No Score,No score,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NA,NONFISH,NONFISH,NONFISH,1,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH
NOTA,Novaculichthys taeniourus,Novaculichthys taeniourus,NA,Species,Novaculichthys,Labridae,Rockmover Wrasse,Wrasse,Wrasse,NA,30,0.013,2.91,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB mean for genus
ODNI,Odonus niger,Odonus niger,NA,Species,Odonus,Balistidae,Redtoothed Triggerfish,Triggerfish,Triggerfish,NA,40,0.0119,3,1,TL,1,NA,Pk,Planktivore,PLANKTIVORE,FB
ONPE,Onigocia pedimacula,Onigocia pedimacula,NA,Species,Onigocia,Platycephalidae,Broadband Flathead,Rare_Families,Flathead,NA,11,0.0239,2.646,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Onigocia macrolepis
OPRA,Opistognathus randalli,Opistognathus randalli,NA,Species,Opistognathus,Opistognathidae,Gold-Specs Jawfish,Rare_Families,Jawfish,NA,11,0.00931,2.99,1,TL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB for Opistognathus whitehursti
OPFA,Oplegnathus fasciatus,Oplegnathus fasciatus,NA,Species,Oplegnathus,Oplegnathidae,Barred Knifejaw,Knifejaw,Knifejaw,NA,80,0.0266,3,1,FL,0.9,1,MI,Mobile invertivore,SECONDARY,FB
OPPU,Oplegnathus punctatus,Oplegnathus punctatus,NA,Species,Oplegnathus,Oplegnathidae,Spotted Knifejaw,Knifejaw,Knifejaw,NA,86,0.0203,3,1,FL,0.9,1,MI,Mobile invertivore,SECONDARY,FB
OSAN,Ostorhinchus angustatus,Ostorhinchus angustatus,Apogon angustatus,Species,Ostorhinchus,Apogonidae,Broadstriped Cardinalfish,Rare_Families,Cardinalfish,NA,9,0.00493,3.78006,0.94,FL,0.9,0.94,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005
OSAP,Ostorhinchus apogonoides,Ostorhinchus apogonoides,Apogon apogonoides,Species,Ostorhinchus,Apogonidae,Short-Tooth Cardinal,Rare_Families,Cardinalfish,NA,10,0.0155,3.121,0.96,FL,0.97,0.96,Pk,Planktivore,PLANKTIVORE,Kulbicki Apogon mean
OSAU,Ostorhinchus aureus,Ostorhinchus aureus,NA,Species,Ostorhinchus,Apogonidae,Ring-Tailed Cardinalfish,Rare_Families,Cardinalfish,NA,15,0.017,2.95,1,TL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB
OSCH,Ostorhinchus chrysotaenia,Ostorhinchus chrysotaenia,NA,Species,Ostorhinchus,Apogonidae,Yellowlined Cardinalfish,Rare_Families,Cardinalfish,NA,12,0.0101,3.314,0.9460738,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,Kulbicki for Apogon kallopterus
OSDI,Ostorhinchus dispar,Ostorhinchus dispar,NA,Species,Ostorhinchus,Apogonidae,Redspot Cardinalfish,Rare_Families,Cardinalfish,NA,5,0.0049,3.78,0.9358017,FL,0.592,NA,Pk,Planktivore,PLANKTIVORE,Kulbicki for Apogon angustatus
OSFL,Ostorhinchus fleurieu,Ostorhinchus fleurieu,NA,Species,Ostorhinchus,Apogonidae,Flower Cardinalfish,Rare_Families,Cardinalfish,NA,13,0.0101,3.314,0.9302326,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,Kulbicki for Apogon kallopterus
OSLE,Ostorhinchus leslie,Ostorhinchus leslie,NA,Species,Ostorhinchus,Apogonidae,Leslie's Cardinalfish,Rare_Families,Cardinalfish,NA,5,0.0127,3.161,1,?,NA,NA,MI,Mobile invertivore,SECONDARY,FB mean for family
OSLU,Ostorhinchus luteus,Ostorhinchus luteus,Apogon luteus,Species,Ostorhinchus,Apogonidae,Yellow Cardinalfish,Rare_Families,Cardinalfish,NA,5,0.0155,3.121,0.97,FL,0.9,0.97,Pk,Planktivore,PLANKTIVORE,Kulbicki Apogon mean
OSMA,Ostorhinchus maculiferus,Ostorhinchus maculiferus,Apogon maculiferus,Species,Ostorhinchus,Apogonidae,Spotted Cardinalfish,Rare_Families,Cardinalfish,NA,14,0.0155,3.121,0.95,FL,NA,0.95,Pk,Planktivore,PLANKTIVORE,Kulbicki Apogon mean
OSNI,Ostorhinchus nigrofasciatus,Ostorhinchus nigrofasciatus,NA,Species,Ostorhinchus,Apogonidae,Blackstripe Cardinalfish,Rare_Families,Cardinalfish,NA,10,0.0121,3.324,0.9310987,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB
OSNO,Ostorhinchus novemfasciatus,Ostorhinchus novemfasciatus,Apogon novemfasciatus,Species,Ostorhinchus,Apogonidae,Sevenstriped Cardinalfish,Rare_Families,Cardinalfish,NA,9.5,0.00863,3.41355,0.95,FL,NA,0.95,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005
OSOC,Ostorhinchus ocellicaudus,Ostorhinchus ocellicaudus,NA,Species,Ostorhinchus,Apogonidae,Tail-Eye Cardinalfish,Rare_Families,Cardinalfish,NA,5,0.0049,3.78,0.9358017,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,Kulbicki for Apogon angustatus
OSWA,Ostorhinchus wassinki,Ostorhinchus wassinki,NA,Species,Ostorhinchus,Apogonidae,Kupang Cardinalfish,Rare_Families,Cardinalfish,NA,7,0.0049,3.78,0.9358017,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,Kulbicki for Apogon angustatus
BOXF,Ostraciidae,Ostraciidae,NA,Family,Ostraciidae,Ostraciidae,Ostraciidae,Rare_Families,Boxfish,NA,41,0.08532,2.5766,1,FL,NA,1,SI,Sessile invertivore,SECONDARY,Kulbicki 2005
OSCU,Ostracion cubicus,Ostracion cubicus,NA,Species,Ostracion,Ostraciidae,Yellow Boxfish,Rare_Families,Boxfish,NA,45,0.128819,2.51949,1,FL,1,1,H,Herbivore,PRIMARY,Kulbicki 2005
OSME,Ostracion meleagris,Ostracion meleagris,NA,Species,Ostracion,Ostraciidae,Whitespotted Boxfish,Rare_Families,Boxfish,NA,28,0.1141,2.5537,1,TL,1,NA,SI,Sessile invertivore,SECONDARY,FB mean for genus
OSSO,Ostracion solorensis,Ostracion solorensis,NA,Species,Ostracion,Ostraciidae,Reticulated Boxfish,Rare_Families,Boxfish,NA,12,0.1141,2.5537,1,TL,NA,NA,Om,Omnivore,SECONDARY,FB mean for genus
OSWH,Ostracion whitleyi,Ostracion whitleyi,NA,Species,Ostracion,Ostraciidae,Whitley's Box,Rare_Families,Boxfish,NA,16,0.1288,2.519,1,FL,NA,1,SI,Sessile invertivore,SECONDARY,Kulbicki Ostracion cubicus
OXAR,Oxycheilinus arenatus,Oxycheilinus arenatus,NA,Species,Oxycheilinus,Labridae,Speckled Maori Wrass,Wrasse,Wrasse,NA,19,0.02018,3,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,FB
OXBI,Oxycheilinus bimaculatus,Oxycheilinus bimaculatus,NA,Species,Oxycheilinus,Labridae,Two-Spot Wrasse,Wrasse,Wrasse,NA,15,0.093,2.168,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
OXCE,Oxycheilinus celebicus,Oxycheilinus celebicus,NA,Species,Oxycheilinus,Labridae,Celebes Wrasse,Wrasse,Wrasse,NA,24,0.01221,3,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,FB
OXDI,Oxycheilinus digramma,Oxycheilinus digramma,NA,Species,Oxycheilinus,Labridae,Cheeklined Wrasse,Wrasse,Wrasse,NA,30,0.0145,3,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB
OXOR,Oxycheilinus orientalis,Oxycheilinus orientalis,Oxycheilinus rhodochrous,Species,Oxycheilinus,Labridae,Oriental Wrasse,Wrasse,Wrasse,NA,20,0.0253,2.8468,1,?,NA,NA,MI,Mobile invertivore,SECONDARY,FB mean for genus
OXSP,Oxycheilinus sp.,Oxycheilinus sp,NA,Genus,Oxycheilinus,Labridae,Oxycheilinus sp.,Wrasse,Wrasse,NA,46,0.037323,2.7537,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,LW_a & LW_b calculated as average of all Oxycheilinus species in list
OXUN,Oxycheilinus unifasciatus,Oxycheilinus unifasciatus,Cheilinus unifasciatus,Species,Oxycheilinus,Labridae,Ringtail Maori Wrasse,Wrasse,Wrasse,NA,46,0.01689,3,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB
OXTY,Oxycirrhites typus,Oxycirrhites typus,NA,Species,Oxycirrhites,Cirrhitidae,Longnose Hawkfish,Rare_Families,Hawkfish,NA,13,0.00929,3.268,0.97,FL,NA,0.97,Pk,Planktivore,PLANKTIVORE,Kulbicki Cirrhitidae mean
OXLO,Oxymonacanthus longirostris,Oxymonacanthus longirostris,NA,Species,Oxymonacanthus,Monacanthidae,Harlequin Filefish,Rare_Families,Filefish,NA,9,0.0132,3,1,TL,1,NA,Cor,Corallivore,SECONDARY,FB
PAMA,Parablennius marmoratus,Parablennius marmoratus,NA,Species,Parablennius,Blenniidae,Rockskipper,Rare_Families,Blenny,NA,10,0.013,3.15,1,FL,NA,1,H,Herbivore,PRIMARY,Kulbicki Cirripectes spp.
PASO,Paracaesio sordida,Paracaesio sordida,NA,Species,Paracaesio,Lutjanidae,Dirty Ordure Snapper,Snapper,Snapper,NA,48,0.0279,3,0.869,SL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB
PAXN,Paracaesio xanthura,Paracaesio xanthura,NA,Species,Paracaesio,Lutjanidae,Yellowtail Blue Snapper,Snapper,Snapper,NA,50,0.0227,3,0.863,SL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB
PAHP,Paracanthurus hepatus,Paracanthurus hepatus,NA,Species,Paracanthurus,Acanthuridae,Palette Surgeonfish,Surgeonfish,Surgeonfish,NA,31,0.0237,3.056,0.98,FL,NA,0.98,Pk,Planktivore,PLANKTIVORE,Kulbicki Ctenochaetus spp.
PAMT,Paracentropyge multifasciata,Paracentropyge multifasciata,Centropyge multifasciata,Species,Paracentropyge,Pomacanthidae,Barred Angelfish,Rare_Families,Angelfish,NA,10,0.0314,2.7995,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB mean for genus
PAFL,Paracheilinus flavianalis,Paracheilinus flavianalis,NA,Species,Paracheilinus,Labridae,Yellowfin Flasher Wrasse,Wrasse,Wrasse,NA,8.5,0.0059,3.231,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki Labriodes dimidiatus
PAAR,Paracirrhites arcatus,Paracirrhites arcatus,NA,Species,Paracirrhites,Cirrhitidae,Arc-Eye Hawkfish,Rare_Families,Hawkfish,NA,14,0.0165,3.1253,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB mean for family
PAFO,Paracirrhites forsteri,Paracirrhites forsteri,NA,Species,Paracirrhites,Cirrhitidae,Blackside Hawkfish,Rare_Families,Hawkfish,NA,23,0.0165,3.1253,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB mean for family
PAHE,Paracirrhites hemistictus,Paracirrhites hemistictus,NA,Species,Paracirrhites,Cirrhitidae,Whitespot Hawkfish,Rare_Families,Hawkfish,NA,28,0.0165,3.1253,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB mean for family
PANI,Paracirrhites nisus,Paracirrhites nisus,NA,Species,Paracirrhites,Cirrhitidae,Nisus Hawkfish,Rare_Families,Hawkfish,NA,8.1,0.0165,3.1253,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,NA
PAXA,Paracirrhites xanthus,Paracirrhites xanthus,NA,Species,Paracirrhites,Cirrhitidae,Yellow Hawkfish,Rare_Families,Hawkfish,NA,11,0.0165,3.1253,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB mean for family
PAEN,Paragobiodon echinocephalus,Paragobiodon echinocephalus,NA,Species,Paragobiodon,Gobiidae,Redhead Goby,Rare_Families,Goby,Y,4,0.0096,3.0187,1,?,NA,NA,MI,Mobile invertivore,SECONDARY,FB mean for family
PAPR,Paraluteres prionurus,Paraluteres prionurus,NA,Species,Paraluteres,Monacanthidae,Blacksaddle Filefish,Rare_Families,Filefish,NA,11,0.007,3.262,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki Pseudolutarius nasicornis
PACL,Parapercis clathrata,Parapercis clathrata,NA,Species,Parapercis,Pinguipedidae,Latticed Sandperch,Rare_Families,Sandperch,Y,18,0.0102,3.0463,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB value for genus
PAFV,Parapercis flavolineata,Parapercis flavolineata,NA,Species,Parapercis,Pinguipedidae,Yellowline Sandperch,Rare_Families,Sandperch,Y,12,0.0124,3,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Parapercis cylindrica
PALI,Parapercis lineopunctata,Parapercis lineopunctata,NA,Species,Parapercis,Pinguipedidae,Nosestripe Sandperch,Rare_Families,Sandperch,Y,8,0.0133,2.943,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Parapercis spp.
PAMI,Parapercis millepunctata,Parapercis millepunctata,NA,Species,Parapercis,Pinguipedidae,Black Dotted Sand Perch,Rare_Families,Sandperch,Y,19,0.0102,3.0463,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB value for genus
PAML,Parapercis multiplicata,Parapercis multiplicata,NA,Species,Parapercis,Pinguipedidae,Red-Barred Sandperch,Rare_Families,Sandperch,Y,12,0.0124,3,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Parapercis cylindrica
PASC,Parapercis schauinslandii,Parapercis schauinslandii,NA,Species,Parapercis,Pinguipedidae,Redspotted Sandperch,Rare_Families,Sandperch,Y,18,0.0133,2.943,0.96,FL,NA,0.96,MI,Mobile invertivore,SECONDARY,Kulbicki Pinguipedid mean
PASN,Parapercis snyderi,Parapercis snyderi,NA,Species,Parapercis,Pinguipedidae,U-Mark Sandperch,Rare_Families,Sandperch,Y,11,0.0133,2.943,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Parapercis spp.
SNDP,Parapercis sp.,Parapercis sp,NA,Genus,Parapercis,Pinguipedidae,Sandperch sp.,Rare_Families,Sandperch,Y,23,0.01331,2.94268,0.96,FL,NA,0.96,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
PATE,Parapercis tetracantha,Parapercis tetracantha,NA,Species,Parapercis,Pinguipedidae,Reticulated Sandperch,Rare_Families,Sandperch,Y,26,0.0133,2.943,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Parapercis spp.
PAXZ,Parapercis xanthozona,Parapercis xanthozona,NA,Species,Parapercis,Pinguipedidae,Yellowbar Sandperch,Rare_Families,Sandperch,Y,23,0.0133,2.89,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
PARA,Parapriacanthus ransonneti,Parapriacanthus ransonneti,NA,Species,Parapriacanthus,Pempheridae,Pigmy Sweeper,Rare_Families,Sweeper,NA,10,0.0155,3.121,0.95,FL,NA,NA,Pk,Planktivore,PLANKTIVORE,Kulbicki Apogon mean
PAMO,Parascorpaena mossambica,Parascorpaena mossambica,NA,Species,Parascorpaena,Scorpaenidae,Mozambique Scorpionfish,Rare_Families,Scorpionfish,Y,10,0.0169,3.138,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Scorpaenodes spp.
PABR,Parupeneus barberinoides,Parupeneus barberinoides,NA,Species,Parupeneus,Mullidae,Bicolor Goatfish,Goatfish,Goatfish,NA,25,0.0131,3.122,0.88,FL,NA,0.88,MI,Mobile invertivore,SECONDARY,Kulbicki Parupeneus barberinus
PABA,Parupeneus barberinus,Parupeneus barberinus,NA,Species,Parupeneus,Mullidae,Dash-And-Dot Goatfish,Goatfish,Goatfish,NA,50,0.01307,3.12248999,0.9,FL,NA,0.9,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
PACH,Parupeneus chrysonemus,Parupeneus chrysonemus,NA,Species,Parupeneus,Mullidae,Yellowbarbel Goatfish,Goatfish,Goatfish,NA,22,0.01136,3.21082,0.9,FL,NA,NA,MI,Mobile invertivore,SECONDARY,PAMU values used
PACI,Parupeneus ciliatus,Parupeneus ciliatus,NA,Species,Parupeneus,Mullidae,Whitesaddle Goatfish,Goatfish,Goatfish,NA,24.5,0.01163,3.21992,0.9,FL,NA,0.9,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
PACR,Parupeneus crassilabris,Parupeneus crassilabris,NA,Species,Parupeneus,Mullidae,Doublebar Goatfish,Goatfish,Goatfish,NA,35,0.0145,3.13,0.9,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki 2005 Parupeneus spp.
PACY,Parupeneus cyclostomus,Parupeneus cyclostomus,NA,Species,Parupeneus,Mullidae,Goldsaddle Goatfish,Goatfish,Goatfish,NA,50,0.0124,3,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB
PAHT,Parupeneus heptacanthus,Parupeneus heptacanthus,NA,Species,Parupeneus,Mullidae,Cinnabar Goatfish,Goatfish,Goatfish,NA,24,0.0169,3.078,0.874,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
PAID,Parupeneus indicus,Parupeneus indicus,NA,Species,Parupeneus,Mullidae,Indian Goatfish,Goatfish,Goatfish,NA,36,0.0142,3.114,0.874,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
PAIN,Parupeneus insularis,Parupeneus insularis,NA,Species,Parupeneus,Mullidae,Twosaddle Goatfish,Goatfish,Goatfish,NA,33,0.0135,3.0671,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB value for genus
PAMC,Parupeneus macronemus,Parupeneus macronemus,NA,Species,Parupeneus,Mullidae,Long-Barbed Goatfish,Goatfish,Goatfish,NA,40,0.0052,3.381,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,FB
PAMU,Parupeneus multifasciatus,Parupeneus multifasciatus,NA,Species,Parupeneus,Mullidae,Manybar Goatfish,Goatfish,Goatfish,NA,38,0.01136,3.21082,0.9,FL,0.91,0.9,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
PAPL,Parupeneus pleurostigma,Parupeneus pleurostigma,NA,Species,Parupeneus,Mullidae,Sidespot Goatfish,Goatfish,Goatfish,NA,33,0.0119,3,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
PAPO,Parupeneus porphyreus,Parupeneus porphyreus,NA,Species,Parupeneus,Mullidae,Whitesaddle Goatfish,Goatfish,Goatfish,NA,51,0.0153,3,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
PABI,Parupeneus trifasciatus,Parupeneus trifasciatus,NA,Species,Parupeneus,Mullidae,Threebarred Goatfish,Goatfish,Goatfish,NA,33,0.0135,3.0671,NA,TL,NA,NA,MI,Mobile invertivore,SECONDARY,NA
PASE,Pastinachus sephen,Pastinachus sephen,NA,Species,Pastinachus,Dasyatidae,Cowtail Stingray,Rare_Families,Stingray,NA,183,0.0094,3.352,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki Dasyatidae mean
PAFA,Pateobatis fai,Pateobatis fai,Himantura fai,Species,Pateobatis,Dasyatidae,Pink Whipray,Rare_Families,Stingray,NA,183,0.003,3,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,FishBase
SWEE,Pempheridae,Pempheridae,NA,Family,Pempheridae,Pempheridae,Pempheridae,Rare_Families,Sweeper,NA,22,0.0144,3.03,0.95,FL,NA,0.95,Pk,Planktivore,PLANKTIVORE,FB Used parameters from P. picus
PEOU,Pempheris oualensis,Pempheris oualensis,NA,Species,Pempheris,Pempheridae,Silver Sweeper,Rare_Families,Sweeper,NA,23,0.0133,3,1,TL,1,NA,Pk,Planktivore,PLANKTIVORE,FB
PEVA,Pempheris vanicolensis,Pempheris vanicolensis,NA,Species,Pempheris,Pempheridae,Vanikoro Sweeper,Rare_Families,Sweeper,NA,20,0.0119,3.026,1,TL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB
PEAU,Pentapodus aureofasciatus,Pentapodus aureofasciatus,NA,Species,Pentapodus,Nemipteridae,Yellowstripe Threadfin Bream,Rare_Families,Threadfin,NA,25,0.0171,3.004,0.9,FL,NA,0.9,Om,Omnivore,SECONDARY,Kulbicki Nemipteridae mean
PECA,Pentapodus caninus,Pentapodus caninus,NA,Species,Pentapodus,Nemipteridae,Small-Toothed Whiptail,Rare_Families,Threadfin,NA,35,0.0171,3.004,0.9,FL,NA,0.9,Om,Omnivore,SECONDARY,Kulbicki Nemipteridae mean
PETR,Pentapodus trivittatus,Pentapodus trivittatus,NA,Species,Pentapodus,Nemipteridae,Three-Striped Whiptail,Rare_Families,Threadfin,NA,25,0.0106,3.073,1,TL,NA,NA,Om,Omnivore,SECONDARY,FB for Pentapodus setosus
PEAL,Pervagor alternans,Pervagor alternans,NA,Species,Pervagor,Monacanthidae,Yelloweye Filefish,Rare_Families,Filefish,NA,18,0.025,2.946,1,TL,1,NA,Om,Omnivore,SECONDARY,FB mean for genus
PEAS,Pervagor aspricaudus,Pervagor aspricaudus,NA,Species,Pervagor,Monacanthidae,Orangetail Filefish,Rare_Families,Filefish,NA,14,0.025,2.946,1,TL,1,NA,Om,Omnivore,SECONDARY,FB mean for genus
